concept,instance_id,sense,sentence
speculation.NOUN,speculation.NOUN.000004,speculation%1:10:03::,He himself has also refused to comment to police or the general public about this speculation.
speculation.NOUN,speculation.NOUN.000005,speculation%1:10:03::,"Although a connection to a closed funeral home was considered possible, speculation soon turned to Conahan."
speculation.NOUN,speculation.NOUN.000006,speculation%1:10:03::,Further fueling this speculation was them tracing their calls and learning they were all made from nearby pay phones.
speculation.NOUN,speculation.NOUN.000007,speculation%1:10:03::,"The following day, five police officers who had been guarding him were demoted. There was widespread speculation that he had been thrown or pushed out of the window and the room had been arranged to look like he was trying to escape."
speculation.NOUN,speculation.NOUN.000008,speculation%1:10:03::,"Arrest, trial, and aftermath After a month of intense national and regional media coverage and speculation, including tracking by bloodhounds and an intensive search by Pennsylvania State Police cadets, Kreider was arrested on June 16, 2007."
speculation.NOUN,speculation.NOUN.000009,speculation%1:10:03::,There was also speculation that her frustration with Charles 's refusal was the motive for the murder.
speculation.NOUN,speculation.NOUN.000010,speculation%1:10:03::,None of these speculations of Colt 's escape were proven to be true. Colt historian William Edwards wrote that Caroline Henshaw married Samuel Colt in Scotland when Colt met her in Europe and that the son she bore was Samuel Colt 's and not John Colt 's.
speculation.NOUN,speculation.NOUN.000011,speculation%1:10:03::,"Not a single news outlet referred to his religion. On March 5, 2010, Hassan 's attorneys announced that Hassan ""is n't even a practicing Muslim and that public speculation has been unfair."""
speculation.NOUN,speculation.NOUN.000012,speculation%1:10:03::,There was some speculation about Gaggi or the new Gambino boss.
speculation.NOUN,speculation.NOUN.000013,speculation%1:10:03::,"She killed a nurse while institutionalized and there was speculation that she may have killed at least two more people, her husbands from previous marriages."
speculation.NOUN,speculation.NOUN.000014,speculation%1:10:03::,"A subsequent defense motion requested that Kinne 's conviction be vacated because the jury had delivered its verdict based on ""surmise and speculation"" rather than ""substantial evidence""."
speculation.NOUN,speculation.NOUN.000015,speculation%1:10:03::,"Trial, conviction and appeal When the case went to trial in January 1965, no woman (let alone a pregnant one) had ever been executed in California, and there was much media speculation if she would be the first woman to go to the gas chamber."
speculation.NOUN,speculation.NOUN.000016,speculation%1:10:03::,"After the initial investigation, the police failed to control disclosure of information and speculation about the crime scene. According to Leveritt, "" Police records were a mess."
speculation.NOUN,speculation.NOUN.000017,speculation%1:10:03::,Speculation immediately arose about accomplices.
speculation.NOUN,speculation.NOUN.000018,speculation%1:10:03::,"This caused some speculation that he had sent her to live with relatives under a different name and not killed her. Rullof 's execution on May 18, 1871 was the last public hanging in New York."
speculation.NOUN,speculation.NOUN.000019,speculation%1:10:03::,"Speculation became rampant about a serial killer and the media dubbed the murders ""The Hog Trail Killings""."
speculation.NOUN,speculation.NOUN.000020,speculation%1:10:03::,"Published estimates have run as high as 100 or more, and Bundy occasionally made cryptic comments to encourage that speculation."
speculation.NOUN,speculation.NOUN.000021,speculation%1:10:03::,"Long made little effort to find the alleged murderers, leading to speculation that he had committed those murders."
speculation.NOUN,speculation.NOUN.000022,speculation%1:10:03::,"Claims include that Chapman was a Manchurian candidate, including speculation on links to the CIA 's Project MKULTRA."
speculation.NOUN,speculation.NOUN.000023,speculation%1:10:03::,"Legal impact After rampant speculation about publishers offering Berkowitz large sums of money for his story, the New York State Legislature swiftly passed a new law that prevented convicted criminals (and their relatives) from making any financial profit from books, movies, or other enterprises related to the stories of their crimes."
speculation.NOUN,speculation.NOUN.000024,speculation%1:10:03::,"The police investigation concluded that the rifle had not been fitted with a sound suppressor and found no evidence of sedatives having been administered, leading to speculation that someone in the house should have been awakened by the noise of the gunshots."
speculation.NOUN,speculation.NOUN.000025,speculation%1:10:03::,"Motive speculation When the New York newspapers discovered that the prime suspect in Pulitzer 's murder was the grandson of Brigham Young, much speculation began about the motive for the murder."
speculation.NOUN,speculation.NOUN.000026,speculation%1:09:01::,"After retiring from the newspaper business, he engaged in locating military lands and in land speculation."
speculation.NOUN,speculation.NOUN.000027,speculation%1:09:01::,"The curse of credit, ""George wrote, was""... that it expands when there is a tendency to speculation, and sharply contracts just when most needed to assure confidence and prevent industrial waste. """
speculation.NOUN,speculation.NOUN.000028,speculation%1:09:01::,Land fraud and speculation were found involving Oregon federal timberlands.
speculation.NOUN,speculation.NOUN.000029,speculation%1:21:00::,Such speculations were automatically premature and could not lead to anything constructive without an intermediate link which demanded the extension of 3-dimensional geometry to the inclusion of time.
speculation.NOUN,speculation.NOUN.000030,speculation%1:21:00::,"Despite problems with speculation, the South Sea Company was relatively successful at slave trading and meeting its quota (it was unusual for other, similarly chartered companies to fulfill their quotas)."
speculation.NOUN,speculation.NOUN.000031,speculation%1:21:00::,"A combination of rapidly increasing stock prices, market confidence that the companies would turn future profits, speculation in stocks by individuals, and widely available venture capital created an environment in which many investors were willing to overlook traditional metrics, such as the price -- earnings ratio, in favor of basing confidence on technological advancements."
speculation.NOUN,speculation.NOUN.000032,speculation%1:21:00::,"The expunction movement was led ironically by Benton. In 1836, in response to increased land speculation, Jackson issued the Specie Circular, an executive order that required buyers of government lands to pay in ""specie"" (gold or silver coins)."
speculation.NOUN,speculation.NOUN.000033,speculation%1:10:03::,Miller then made an appearance on Hall 's show. There was speculation about what Miller might do after the cancellation with the AP reporting that all four network television stations had approached his business manager after the cancellation.
speculation.NOUN,speculation.NOUN.000034,speculation%1:10:03::,"In fact, that speculation turned out to be true when Corbett was nominated for governor in 2010 and subsequently elected before becoming the first governor in PA history to lose for re-election four years later in what was otherwise an overwhelming Republican year nationwide."
speculation.NOUN,speculation.NOUN.000035,speculation%1:10:03::,A spokesman for the county political organization denied rampant speculation that former Register of Wills Thomas Curran was the leading contender.
speculation.NOUN,speculation.NOUN.000036,speculation%1:10:03::,"This created speculation that if the State Republicans leaders, as had Castor, recognized the un-electibility of the incumbent, the GOP would have had a chance to hold the office with Castor or another Republican candidate."
speculation.NOUN,speculation.NOUN.000037,speculation%1:10:03::,"Such speculation faded when, during the course of the 2006 campaign and in light of unimpressive poll numbers in his Senate race, he declared that, if re-elected, he would serve a full term."
speculation.NOUN,speculation.NOUN.000038,speculation%1:10:03::,"The initiative, which was also endorsed by Congressman Murphy, passed by a large margin.2008 Throughout 2007, there was much speculation that Fitzpatrick would seek to reclaim the seat in Congress that he lost to Murphy."
speculation.NOUN,speculation.NOUN.000039,speculation%1:10:03::,"2012 presidential campaign In the fall of 2009, Santorum gave a speech at the University of Dubuque on the economy, fueling speculation that he would run for president in 2012."
speculation.NOUN,speculation.NOUN.000040,speculation%1:10:03::,Adams killed himself with a gun after heavy losses in stock speculation.
speculation.NOUN,speculation.NOUN.000041,speculation%1:10:03::,"Speculation of political plans Before the 2006 election, Santorum was frequently mentioned as a possible 2008 presidential candidate."
speculation.NOUN,speculation.NOUN.000042,speculation%1:10:03::,"Election of 1958: the ""Six Year Curse"" When Benjamin James announced his retirement from Congress in February 1958, there was intense speculation as to whom the Delaware County Board of Republican Supervisors (War Board) would endorse for his successor."
speculation.NOUN,speculation.NOUN.000043,speculation%1:10:03::,"Despite Corbett 's unpopularity and speculation that he would face a primary challenge, he was ultimately unopposed in the Republican primary."
speculation.NOUN,speculation.NOUN.000044,speculation%1:10:03::,"Federal politics Following much speculation, Deltell announced on April 7, 2015, that he would be running for the federal conservatives in the riding of Louis-Saint-Laurent in the 2015 federal election."
speculation.NOUN,speculation.NOUN.000045,speculation%1:10:03::,"Following her defeat, there was some speculation that she would announce her candidacy for Mayor of Windsor, Ontario in the city 's 2014 municipal election, but she announced on August 8 that she was joining Chrysler Canada in an executive role."
speculation.NOUN,speculation.NOUN.000046,speculation%1:10:03::,"He was not charged with an offense. There was considerable speculation that Rae would seek the federal NDP leadership in 1989, after the resignation of Ed Broadbent."
speculation.NOUN,speculation.NOUN.000047,speculation%1:10:03::,There is unverified speculation that the pressure of the recall effort was a factor in the resignation of Premier Gordon Campbell and the conversion of the Initiative Vote to a Referendum Vote under the British Columbia Referendum Act which ultimately defeated the HST.
speculation.NOUN,speculation.NOUN.000048,speculation%1:10:03::,"With the recent success of the Bloc, and his recently well-received performance as leader, speculation mounted that Duceppe might seek the leadership of the Parti Québécois -- particularly when Bernard Landry stepped down as party leader on June 4, 2005."
speculation.NOUN,speculation.NOUN.000049,speculation%1:10:03::,"In 2014, he put forward a BC-specific affordable housing strategy (Motion 547) to recognize housing as a fundamental right, expand public investments in housing co-ops, maintain rent subsidies for low-income families, set targets for reducing and ending homelessness, and study the impact of investor speculation and housing vacancies on real estate prices."
speculation.NOUN,speculation.NOUN.000050,speculation%1:10:03::,"Crosses the floor Early in January 2007, media outlets began reporting speculation that Khan was considering crossing the floor to join the Conservative Party."
speculation.NOUN,speculation.NOUN.000051,speculation%1:10:03::,Martel 's resignation occurred after the Ontario Privacy Commissioner found that she had passed on personal financial information about an Ottawa man who owned land for the purposes of mining speculation.
speculation.NOUN,speculation.NOUN.000052,speculation%1:10:03::,His surprise departure led to media speculation that he was unhappy with the resulting change in the leadership within the Yukon Party.
speculation.NOUN,speculation.NOUN.000053,speculation%1:10:03::,"There was some speculation that he would be returned to cabinet, but this did not occur."
speculation.NOUN,speculation.NOUN.000054,speculation%1:10:03::,"As it happened, there was never an opportunity to test this speculation -- Kwinter was able to defeat Castrilli, who defected to the Tories herself shortly thereafter. Kwinter 's nomination difficulties proved to be his only real challenge of the 1999 campaign, and he was again returned by a significant margin in the general election."
speculation.NOUN,speculation.NOUN.000055,speculation%1:10:03::,"There was speculation that Borotsik would seek the leadership of the Progressive Conservative Party of Manitoba in 2000, but he declined. Second term (2000 -- 04) Borotsik was narrowly re-elected in the 2000 federal election over a candidate of the Canadian Alliance, as the Liberals won a third consecutive majority government nationally."
speculation.NOUN,speculation.NOUN.000056,speculation%1:10:03::,"There was some speculation that she would be appointed Deputy Premier as well, but this position was instead left vacant until George Smitherman 's appointment in 2006."
speculation.NOUN,speculation.NOUN.000057,speculation%1:10:03::,"They were unable to pass a budget without the support or abstention of the New Democratic Party Caucus, which caused great uncertainty and speculation as to when the Government might fall."
speculation.NOUN,speculation.NOUN.000058,speculation%1:10:03::,"Speculation was heightened further when Redford was spotted in the resort town of Palm Springs, California during her absence."
speculation.NOUN,speculation.NOUN.000059,speculation%1:10:03::,"Despite widespread speculation that he would run for mayor again in 2010, he announced in January that he would not be a candidate."
speculation.NOUN,speculation.NOUN.000060,speculation%1:10:03::,"Redford 's extended absence caused speculation in the press and among her constituents, heightened when no official statement was forthcoming from the interim Premier or her staff as to her whereabouts or reasons for not attending."
speculation.NOUN,speculation.NOUN.000061,speculation%1:10:03::,"In 2015, there was speculation that she may run for the federal Liberals in Windsor West in the October 2015 federal election and attempt to unseat NDP incumbent Brian Masse."
speculation.NOUN,speculation.NOUN.000062,speculation%1:10:03::,"There was speculation that Bachand would also occupy that post, but he was awarded the portfolio of Economic Development. Bachand was easily re-elected in the 2007 elections defeating Parti Québécois 's Salim Laaroussi by nearly 6,000 votes."
speculation.NOUN,speculation.NOUN.000063,speculation%1:10:03::,"On January 18, 2007, Whalen confirmed after much speculation that she would run for the leadership of the Nova Scotia Liberal Party."
speculation.NOUN,speculation.NOUN.000064,speculation%1:10:03::,"McGuinty government There was some speculation that Bradley would be re-appointed Minister of the Environment in McGuinty 's government, but this did not occur."
speculation.NOUN,speculation.NOUN.000065,speculation%1:10:03::,"His opposition to the Government 's development plans fuelled speculation that this was a punishment, which led Mulcair to resign from cabinet rather than accept the apparent demotion."
speculation.NOUN,speculation.NOUN.000066,speculation%1:10:03::,Jackson did not appear in public for weeks and there was speculation that he would not run for re-election.
speculation.NOUN,speculation.NOUN.000067,speculation%1:10:03::,"In May 2007, O'Neill quelled speculation that she would run in the next provincial election, stating that she was n't interested."
speculation.NOUN,speculation.NOUN.000068,speculation%1:10:03::,Provincial politics Yamamoto expressed interest in pursuing a career in provincial politics in June 2008 when there was speculation that long-time MLA Daniel Jarvis was going to retire.
speculation.NOUN,speculation.NOUN.000069,speculation%1:10:03::,"While there was speculation following the election that he may retire, Hampton announced at the November 24, 2007, NDP provincial council that he was staying as party leader."
speculation.NOUN,speculation.NOUN.000070,speculation%1:10:03::,"He served in the next legislature as NDP critic for labour issues and the Workers ' Compensation Board. Rae resigned as party leader in 1996, and there was considerable media speculation that Christopherson would run to succeed him."
speculation.NOUN,speculation.NOUN.000071,speculation%1:10:03::,"On August 5, 2010, after a week of press speculation that he was about to re-enter the race, Tory confirmed that he would not be running in 2010 for Mayor of Toronto."
speculation.NOUN,speculation.NOUN.000072,speculation%1:10:03::,"There was some speculation that Wappel would join fellow MP Pat O'Brien in leaving the Liberal caucus over the marriage bill, but he decided to remain in the party."
speculation.NOUN,speculation.NOUN.000073,speculation%1:10:03::,"There was some speculation that Prime Minister Jean Chrétien would have him appointed Governor General in 1999, but he was passed over in favour of Adrienne Clarkson."
speculation.NOUN,speculation.NOUN.000074,speculation%1:10:03::,"Toronto mayoral run speculation, 2010 Tory was considering challenging incumbent Mayor of Toronto David Miller in the 2010 municipal election as was Deputy Premier of Ontario George Smitherman."
speculation.NOUN,speculation.NOUN.000075,speculation%1:10:03::,"Retirement from provincial politics Despite media speculation pegging him as the frontrunner in the 2013 Liberal leadership election, Duncan decided not to run to succeed Dalton McGuinty as Liberal leader and Premier and announced that he will leave politics entirely."
speculation.NOUN,speculation.NOUN.000076,speculation%1:10:03::,"He eventually supported Audrey McLaughlin, who was elected on the fourth ballot of the party 's leadership convention. There was speculation that Doer would seek the federal NDP leadership in 1995, after McLaughlin announced her resignation."
speculation.NOUN,speculation.NOUN.000077,speculation%1:10:03::,"He also formed a group called the Gatineau Democratic Movement in 1987, and there was some speculation that he would run for mayor in that year 's municipal election."
speculation.NOUN,speculation.NOUN.000078,speculation%1:10:03::,"On the morning of the vote, Parrish informed a media representative that she was suffering from severe pain due to a medical ailment (there was speculation at the time that this was appendicitis or an ovarian cyst, though informed sources now indicate that it likely was kidney stones)."
speculation.NOUN,speculation.NOUN.000079,speculation%1:10:03::,There had been speculation since the election that Eggen would receive a large portfolio in Cabinet.
speculation.NOUN,speculation.NOUN.000080,speculation%1:10:03::,"Having previously been approached by the Liberals to challenge Hamilton Centre 's New Democrat incumbent David Christopherson in 2009, speculation focused on Bratina 's potential candidacy in the inner-city riding."
speculation.NOUN,speculation.NOUN.000081,speculation%1:10:03::,"There was some speculation that he would be appointed to cabinet after his re-election in 2003, but this did not occur. In 2004, Martindale brought forward a parliamentary motion urging the provincial government to declare the last Saturday of November as Day of the Ukrainian Famine, commemorating the victims of the Holodomor of 1932-33."
speculation.NOUN,speculation.NOUN.000082,speculation%1:10:03::,This was the first time that Turner received significant press attention in Canada; there was considerable speculation about whether the two would become a serious couple.
speculation.NOUN,speculation.NOUN.000083,speculation%1:10:03::,"2014 election Throughout the spring of 2014, there was widespread speculation that a general election would be triggered upon the presentation of the 2014-15 provincial budget, due to recent gains in by-elections by the Ontario NDP, whose support was required for the Liberal government 's budget to pass."
speculation.NOUN,speculation.NOUN.000084,speculation%1:10:03::,This partisan endorsement led to speculation that Smitherman 's political fortunes were connected with those of the Liberal provincial government.
speculation.NOUN,speculation.NOUN.000085,speculation%1:10:03::,"The election was won by the Liberals, and there was considerable media speculation as to whether or not Dalton McGuinty would appoint the septuagenarian Kwinter to cabinet again."
speculation.NOUN,speculation.NOUN.000086,speculation%1:10:03::,"Political career Leader of the Opposition In 2000, after years of speculation Williams announced his candidacy for the leadership of the Progressive Conservative Party of Newfoundland and Labrador (PC), and was returned uncontested on April 7, 2001."
speculation.NOUN,speculation.NOUN.000087,speculation%1:10:03::,"The cartoon referred to speculation that, if elected, Hermanson would replace civil servants who were NDP supporters with Saskatchewan Party supporters."
speculation.NOUN,speculation.NOUN.000088,speculation%1:10:03::,"Premier McGuinty, who admitted that finding a replacement was difficult, was reported to have set that day as a deadline for Kennedy to make a decision in order to prevent the leadership speculation from overshadowing the Ontario government 's agenda."
speculation.NOUN,speculation.NOUN.000089,speculation%1:10:03::,"There was further speculation that Rae would return to the federal Liberals and run under their banner in the 2000 election, though nothing came of this at the time. Rae was made an Officer of the Order of Canada in 2000, and in 2004 he was appointed to the Order of Ontario."
speculation.NOUN,speculation.NOUN.000090,speculation%1:10:03::,There was some speculation that although culture was part of her portfolio she had made few friends in the arts community.
speculation.NOUN,speculation.NOUN.000091,speculation%1:10:03::,There was speculation that Adams would seek the mayoralty in Mississauga in November 2014.
speculation.NOUN,speculation.NOUN.000092,speculation%1:10:03::,In the fall of 2011 there was some speculation that Bruinooge would seek the leadership of the Progressive Conservative party of Manitoba.
speculation.NOUN,speculation.NOUN.000093,speculation%1:10:03::,"There was some speculation that Caldwell would be re-appointed to cabinet in the next shuffle, but this did not occur."
speculation.NOUN,speculation.NOUN.000094,speculation%1:10:03::,"Speculation that James Green was a ""spoiler"" candidate was inflamed when it became known that Sullivan had helped Green in a dispute about office space."
speculation.NOUN,speculation.NOUN.000095,speculation%1:10:03::,"Talks with the Conservatives failed because of differing views on the Kyoto Protocol. Although Mulcair has identified former Quebec Liberal Party leader Claude Ryan as his political mentor, his presence in the front row during a speech in Montreal by NDP Leader Jack Layton in March 2007 led to speculation about his political future."
speculation.NOUN,speculation.NOUN.000096,speculation%1:10:03::,"He later announced a re-examination of the rules, stating an independent party will be investigating the situation. Following much speculation, Bolduc announced his resignation as both Education Minister and MNA on February 26, 2015."
speculation.NOUN,speculation.NOUN.000097,speculation%1:10:03::,"On 16 October 2007, after much speculation, Proulx announced his resignation as Quebec lieutenant."
speculation.NOUN,speculation.NOUN.000098,speculation%1:21:00::,Election of 1808 Speculation regarding Madison 's potential succession of Jefferson commenced early in Jefferson 's first term.
speculation.NOUN,speculation.NOUN.000099,speculation%1:09:01::,"Almost as soon as Julian was born, Lennon went on holiday to Spain with Epstein, which led to speculation about their relationship."
speculation.NOUN,speculation.NOUN.000100,speculation%1:09:01::,Lyell was intrigued by Darwin 's speculations without realising their extent.
speculation.NOUN,speculation.NOUN.000101,speculation%1:10:03::,"Julius Thomsen and 19th-century speculations on the complexity of atoms ""."
speculation.NOUN,speculation.NOUN.000102,speculation%1:10:03::,"This speculation is based on a journal entry written by Darwin, describing he was bitten by the ""Kissing Bug"" in Mendoza, Argentina in 1835; and based on the constellation of clinical symptoms he exhibited, including cardiac disease which is a hallmark of chronic Chagas disease."
speculation.NOUN,speculation.NOUN.000103,speculation%1:10:03::,He had lost money in speculation and had to move his family to Forsvik in 1810.
speculation.NOUN,speculation.NOUN.000104,speculation%1:10:03::,"Much of Scheele 's later theoretical speculations were based upon Stahl. In 1765 Scheele worked under the progressive and well informed apothecary, C. M. Kjellström in Malmö, and became acquainted with Anders Jahan Retzius who was a lecturer at the University of Lund and later a professor of chemistry at Stockholm."
speculation.NOUN,speculation.NOUN.000105,speculation%1:10:03::,First speculations that the Sun and the Earth were perhaps created tens of thousands of years ago emerged in the 18th century.
speculation.NOUN,speculation.NOUN.000106,speculation%1:10:03::,Lyell was intrigued by Darwin 's speculations without realising their extent.
speculation.NOUN,speculation.NOUN.000107,speculation%1:10:03::,"Olof worked as the superintendent of a mine in Värmland until he lost money in speculations and had to move his family to Forsvik, Västergötland, in 1810."
speculation.NOUN,speculation.NOUN.000108,speculation%1:10:03::,"His father, who had charge of the king 's military chest and was Treasurer of the Office of Public Works and Fortifications in Turin, should have maintained a good social position and wealth, but before his son grew up he had lost most of his property in speculations."
speculation.NOUN,speculation.NOUN.000109,speculation%1:10:03::,"Cuvier is also known for establishing extinction as a fact -- at the time, extinction was considered by many of Cuvier 's contemporaries to be merely controversial speculation."
speculation.NOUN,speculation.NOUN.000110,speculation%1:10:03::,"I left this rather to be inferred, not thinking it worth while to offend a certain class of persons by embodying in words what would only be a speculation. """
speculation.NOUN,speculation.NOUN.000111,speculation%1:10:03::,"On his return to Germany he maintained the claims of patient and sober anatomical research against the prevalent speculations of the school of Lorenz Oken, whose foremost antagonist he was long reckoned."
speculation.NOUN,speculation.NOUN.000112,speculation%1:10:03::,"Herschel 's speculation on a connection between sunspots and regional climate, using the market price of wheat as a proxy, continues to be cited. According to one study, the influence of solar activity can actually be seen on the historical wheat market in England over ten solar cycles between 1600 and 1700."
speculation.NOUN,speculation.NOUN.000113,speculation%1:10:03::,"He kept careful notes of his observations and theoretical speculations, and at intervals during the voyage his specimens were sent to Cambridge together with letters including a copy of his journal for his family."
speculation.NOUN,speculation.NOUN.000114,speculation%1:10:03::,"However, speculations about Humboldt 's private life and possible homosexuality continue to remain a fractious issue amongst scholars, particularly as earlier biographers had portrayed him as ""a largely asexual, Christ-like Humboldt figure... suitable as a national idol."""
speculation.NOUN,speculation.NOUN.000115,speculation%1:10:03::,"This speculation was confirmed over the two decades following his death by a series of spectacular finds, mostly by English geologists and fossil collectors such as Mary Anning, William Conybeare, William Buckland, and Gideon Mantell, who found and described the first ichthyosaurs, plesiosaurs, and dinosaurs."
speculation.NOUN,speculation.NOUN.000116,speculation%1:10:03::,"He included mankind in his speculations from the outset, and on seeing an orangutan in the zoo on 28 March 1838 noted its childlike behaviour. The strain took a toll, and by June he was being laid up for days on end with stomach problems, headaches and heart symptoms."
speculation.NOUN,speculation.NOUN.000117,speculation%1:10:03::,"Married three times, he had seven children and was the son of Anthoni (II) as well as heir to the Grill family fortune, which he increased through trade speculation."
speculation.NOUN,speculation.NOUN.000118,speculation%1:10:03::,They were independent of Haeckel 's philosophical speculations but took his ideas in a positive way to widen their concepts in zoology.
speculation.NOUN,speculation.NOUN.000119,speculation%1:10:03::,"He stated that Darwin 's book combined both ""interesting facts and idle fancies"" which made up a ""dangerous and degrading speculation""."
speculation.NOUN,speculation.NOUN.000120,speculation%1:09:01::,It was a speculation on which Spinola risked the whole of the great fortune of his house.
speculation.NOUN,speculation.NOUN.000121,speculation%1:10:03::,Comparative method Starcke speculation turned against the construction of history and wants it by the application of the comparative method to replace.
speculation.NOUN,speculation.NOUN.000122,speculation%1:10:03::,"Although Gandhi wanted a total focus on the task of winning independence and not speculation about India 's future, he did not restrain the Congress from adopting socialism as its goal."
speculation.NOUN,speculation.NOUN.000123,speculation%1:10:03::,It is a matter of speculation whether Pirotta actually intended to publish this fifth volume before the third and fourth.
speculation.NOUN,speculation.NOUN.000124,speculation%1:10:03::,"In its strong version, it is a gratuitous speculation ""."
speculation.NOUN,speculation.NOUN.000125,speculation%1:10:03::,"Schiller feared that in his time of high naturalism, the metaphysical speculations of his Riddles of the Sphinx were likely to hurt his professional prospects (p. xi, Riddles)."
speculation.NOUN,speculation.NOUN.000126,speculation%1:10:03::,Representative writings The following works are probably the most representative works of Camilleri ’ s philosophical thought and speculation.1949 -- De Ineffabili Essentia Metaphysica Libertatis (Concerning the Essential Transcendental Metaphysics of Freedom).
speculation.NOUN,speculation.NOUN.000127,speculation%1:10:03::,The Joint Speculation of the Academic Staff Members of IICT.
speculation.NOUN,speculation.NOUN.000128,speculation%1:10:03::,The 1st Joint Speculation on the Science Making Movement.
speculation.NOUN,speculation.NOUN.000129,speculation%1:10:03::,"His abstract, philosophically grounded speculations somewhat resemble Zarifopol 's, but unlike his onetime mentor, he often wrote down impressionist thoughts in the manner of Anatole France, one of his favorite authors, glossing over the discrepancies and limitations of the texts he discussed."
speculation.NOUN,speculation.NOUN.000130,speculation%1:10:03::,The Joint Speculation on the Encyclopedia of Quranic Studies.
speculation.NOUN,speculation.NOUN.000131,speculation%1:10:03::,"He moved away from literary theory and, following his anthropological speculations, revived Lamarckism and scientific racism to formulate his own racial-sociological system."
speculation.NOUN,speculation.NOUN.000132,speculation%1:10:03::,"This has undoubtedly led philosophical and scientific speculations to be preoccupied with things and their essences at the expense of existence itself, thereby making the study of nature an end in itself."
speculation.NOUN,speculation.NOUN.000133,speculation%1:10:03::,"Following Hume and Darwin, and taking into account Giacomo Rizzolatti ’ s results on mirror neurons, Mosterín suggests that our inborn capacity for compassion, fed by knowledge and empathy, is a more solid basis for the moral consideration of non-human animals than abstract and uncheckable speculations about intrinsic rights."
speculation.NOUN,speculation.NOUN.000134,speculation%1:10:03::,"In contrast to a dualistic type of religious ground motive, Dooyeweerd suggested that the Christian 's basic orientation to the world ought to be derived not from human speculation, but from God 's revealed purposes: Creation, the Fall into sin, and Redemption in Christ."
speculation.NOUN,speculation.NOUN.000135,speculation%1:10:03::,The Joint Speculation of Islam ’ s and Christianity ’ s Intellectuals.
speculation.NOUN,speculation.NOUN.000136,speculation%1:10:03::,"As synthetic philosopher and dialectician he tries to merge primary philosophic doctrines: in gnoseology, empirism and rationalism; in metaphysics, monadology and substantialism; in ontology and methodology, dialectics and metaphysics (in Hegel 's sense); science and religion, science and speculation and others."
speculation.NOUN,speculation.NOUN.000137,speculation%1:10:03::,"Ideas Despite being greatly influenced by the logical positivists and critical of unempirical speculation, an aspect common to all of Kaila 's work was in strive for a holistic, almost pantheistic understanding of things."
speculation.NOUN,speculation.NOUN.000138,speculation%1:10:03::,"Third, he agreed with Comte that the social sciences could become scientific only when they were stripped of their metaphysical abstractions and philosophical speculation."
speculation.NOUN,speculation.NOUN.000139,speculation%1:10:03::,"There is wide speculation that they were, in reality, KGB agents."
speculation.NOUN,speculation.NOUN.000140,speculation%1:10:03::,He has also dealt with the role of speculation in cosmology.
speculation.NOUN,speculation.NOUN.000141,speculation%1:10:03::,The Joint Speculation of the Academic Staff Members of IICT (philosophies of Correlation.
speculation.NOUN,speculation.NOUN.000142,speculation%1:10:03::,"To support this goal, the New Wittgenstein scholars propose a reading of the Tractatus as ""plain nonsense"" -- arguing it does not attempt to convey a substantive philosophical project but instead simply tries to push the reader to abandon philosophical speculation."
speculation.NOUN,speculation.NOUN.000143,speculation%1:09:00::,"His Philosophical Poems appeared (1647), with his Echief speculations and experiences ""."
speculation.NOUN,speculation.NOUN.000144,speculation%1:09:00::,"In his logic readings, ""wrote a pupil, Anthony Wotton, in his Runne from Rome (1624),"" he always laboured to fit his pupils for the true use of that art rather than for vain and idle speculations. """
speculation.NOUN,speculation.NOUN.000145,speculation%1:09:00::,"It was only with reluctance, and when his speculations were nearly complete, that he came to a conclusion on this subject in accordance with his theory."
speculation.NOUN,speculation.NOUN.000146,speculation%1:09:00::,Nor was it without its effect even on the speculations of Butler.
speculation.NOUN,speculation.NOUN.000147,speculation%1:09:00::,"Here he ""woke up to the interest of moral and metaphysical speculations."""
speculation.NOUN,speculation.NOUN.000148,speculation%1:09:00::,"Philosophy Shaftesbury 's philosophical importance is due mainly to his ethical speculations, in which his motive was primarily the refutation of Hobbes ' egoistic doctrine."
speculation.NOUN,speculation.NOUN.000149,speculation%1:09:00::,International speculation was severely restricted by the capital controls in place after Bretton Woods.
speculation.NOUN,speculation.NOUN.000150,speculation%1:09:00::,"Its focus on practice as well as speculation attracted a more mature Franklin, who commissioned and published Johnson 's textbook Elementa Philosophica in 1752, then promoted it in the College of Philadelphia (now Penn University)."
speculation.NOUN,speculation.NOUN.000151,speculation%1:09:00::,"Tatchell also called for a new investigation into Turing 's death: A new inquiry is long overdue, even if only to dispel any doubts about the true cause of his death -- including speculation that he was murdered by the security services (or others)."
speculation.NOUN,speculation.NOUN.000152,speculation%1:09:00::,The complex reasons for the non-consummation and ultimate failure of the Ruskin marriage are a matter of continued speculation and debate. Ruskin continued to support Hunt and Rossetti.
speculation.NOUN,speculation.NOUN.000153,speculation%1:09:00::,"Clarendon Press 1980, ISBN 0-19-824872-5Science and Speculation: Studies in Hellenistic Theory and Practice (co-ed.)"
speculation.NOUN,speculation.NOUN.000154,speculation%1:09:00::,Sexuality Ruskin 's sexuality has led to much speculation and critical comment.
speculation.NOUN,speculation.NOUN.000155,speculation%1:09:00::,"His sermons show no traces of his bold theological speculations, and he seems to have been faithful in the discharge of his duty."
speculation.NOUN,speculation.NOUN.000156,speculation%1:09:00::,"With the release of the incredibly popular Adam Bede, speculation increased, and there was even a pretender to the authorship, one Joseph Liggins."
